rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
15419	EDN2	endothelin 2	555	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15420	EDN1	endothelin 1	655	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15421	EDF1	endothelial differentiation-related factor 1	500	272	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15422	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	2875	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15423	EDEM2	ER degradation enhancer, mannosidase alpha-like 2	1781	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15424	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	2018	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15425	EDDM3A	epididymal protein 3A	448	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15426	EDC3	enhancer of mRNA decapping 3 homolog (S. cerevisiae)	1551	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15427	EDARADD	EDAR-associated death domain	703	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15428	EDAR	ectodysplasin A receptor	1391	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15429	EDA2R	ectodysplasin A2 receptor	916	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15430	EDA	ectodysplasin A	1336	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15431	ECT2L	epithelial cell transforming sequence 2 oncogene-like	2792	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15432	ECT2	epithelial cell transforming sequence 2 oncogene	2742	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15433	ECSIT	ECSIT homolog (Drosophila)	1324	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15434	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	234	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15435	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	2138	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15436	ECM1	extracellular matrix protein 1	1929	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15437	ECHS1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	903	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15438	ECHDC3	enoyl Coenzyme A hydratase domain containing 3	928	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15439	ECHDC2	enoyl Coenzyme A hydratase domain containing 2	820	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15440	ECE2	endothelin converting enzyme 2	3638	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15441	ECE1	endothelin converting enzyme 1	2534	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15442	ECD	ecdysoneless homolog (Drosophila)	2092	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15443	EBPL	emopamil binding protein-like	635	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15444	EBP	emopamil binding protein (sterol isomerase)	716	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15445	EBNA1BP2	EBNA1 binding protein 2	1156	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15446	EBI3	Epstein-Barr virus induced gene 3	708	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15447	EBF3	early B-cell factor 3	1718	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15448	EBAG9	estrogen receptor binding site associated, antigen, 9	666	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15449	EARS2	glutamyl-tRNA synthetase 2, mitochondrial (putative)	1872	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15450	EAPP	E2F-associated phosphoprotein	878	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15451	EAF2	ELL associated factor 2	805	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15452	EAF1	ELL associated factor 1	1093	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15453	E2F7	E2F transcription factor 7	2782	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15454	E2F6	E2F transcription factor 6	870	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15455	E2F4	E2F transcription factor 4, p107/p130-binding	1280	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15456	E2F3	E2F transcription factor 3	1422	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15457	E2F2	E2F transcription factor 2	1338	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15458	E2F1	E2F transcription factor 1	1338	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15459	DYX1C1	dyslexia susceptibility 1 candidate 1	1396	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15460	DYSFIP1	dysferlin interacting protein 1	475	175	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15461	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	1607	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15462	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	1798	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15463	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	1814	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15464	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	2423	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15465	DYNLT3	dynein, light chain, Tctex-type 3	367	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15466	DYNLT1	dynein, light chain, Tctex-type 1	360	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15467	DYNLRB2	dynein, light chain, roadblock-type 2	305	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15468	DYNLRB1	dynein, light chain, roadblock-type 1	305	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15469	DYNLL2	dynein, light chain, LC8-type 2	278	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15470	DYNLL1	dynein, light chain, LC8-type 1	433	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15471	DYNC1LI2	dynein, cytoplasmic 1, light intermediate chain 2	1529	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15472	DYNC1LI1	dynein, cytoplasmic 1, light intermediate chain 1	1622	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15473	DYNC1I2	dynein, cytoplasmic 1, intermediate chain 2	1985	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15474	DYDC1	DPY30 domain containing 1	560	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15475	DVL3	dishevelled, dsh homolog 3 (Drosophila)	2207	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15476	DVL2	dishevelled, dsh homolog 2 (Drosophila)	3375	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15477	DUX4	double homeobox, 4	2920	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15478	DUT	deoxyuridine triphosphatase	805	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15479	DUSP9	dual specificity phosphatase 9	1167	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15480	DUSP8	dual specificity phosphatase 8	1898	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15481	DUSP7	dual specificity phosphatase 7	1270	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15482	DUSP5	dual specificity phosphatase 5	1167	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15483	DUSP4	dual specificity phosphatase 4	1359	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15484	DUSP3	dual specificity phosphatase 3	568	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15485	DUSP26	dual specificity phosphatase 26 (putative)	648	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15486	DUSP23	dual specificity phosphatase 23	461	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15487	DUSP22	dual specificity phosphatase 22	583	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15488	DUSP21	dual specificity phosphatase 21	573	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15489	DUSP2	dual specificity phosphatase 2	959	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15490	DUSP18	dual specificity phosphatase 18	571	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15491	DUSP16	dual specificity phosphatase 16	2018	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15492	DUSP15	dual specificity phosphatase 15	732	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15493	DUSP14	dual specificity phosphatase 14	601	178	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15494	DUSP13	dual specificity phosphatase 13	1477	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15495	DUSP12	dual specificity phosphatase 12	1045	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15496	DUSP11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	1168	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15497	DUS3L	dihydrouridine synthase 3-like (S. cerevisiae)	2005	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15498	DUS2L	dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)	2998	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15499	DUS1L	dihydrouridine synthase 1-like (S. cerevisiae)	1474	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15500	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	671	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15501	DUOXA1	dual oxidase maturation factor 1	1580	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15502	DULLARD	dullard homolog (Xenopus laevis)	1205	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15503	DTYMK	deoxythymidylate kinase (thymidylate kinase)	655	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15504	DTX4	deltex 4 homolog (Drosophila)	1892	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15505	DTX2	deltex homolog 2 (Drosophila)	1905	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15506	DTWD2	DTW domain containing 2	919	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15507	DTWD1	DTW domain containing 1	931	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15508	DTNB	dystrobrevin, beta	1963	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15509	DTD1	D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae)	650	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15510	DSTN	destrin (actin depolymerizing factor)	510	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15511	DSPP	dentin sialophosphoprotein	3922	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15512	DSG4	desmoglein 4	3304	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15513	DSCR6	Down syndrome critical region gene 6	585	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15514	DSCR4	Down syndrome critical region gene 4	365	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15515	DSCR3	Down syndrome critical region gene 3	922	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15516	DSCC1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)	1214	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15517	DSC2	desmocollin 2	2808	80	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15518	DRP2	dystrophin related protein 2	2962	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15519	DRGX	dorsal root ganglia homeobox	826	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15520	DRG1	developmentally regulated GTP binding protein 1	1136	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15521	DRD4	dopamine receptor D4	1274	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15522	DRAM1	DNA-damage regulated autophagy modulator 1	741	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15523	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	539	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15524	DQX1	DEAQ box polypeptide 1 (RNA-dependent ATPase)	2928	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15525	DPYSL2	dihydropyrimidinase-like 2	1771	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15526	DPY30	dpy-30 homolog (C. elegans)	316	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15527	DPY19L4	dpy-19-like 4 (C. elegans)	2244	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15528	DPY19L3	dpy-19-like 3 (C. elegans)	2223	46	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15529	DPY19L2	dpy-19-like 2 (C. elegans)	2361	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15530	DPT	dermatopontin	620	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15531	DPRX	divergent-paired related homeobox	588	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15532	DPPA5	developmental pluripotency associated 5	361	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15533	DPPA4	developmental pluripotency associated 4	941	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15534	DPPA3	developmental pluripotency associated 3	494	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15535	DPPA2	developmental pluripotency associated 2	929	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15536	DPP9	dipeptidyl-peptidase 9	2759	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15537	DPP8	dipeptidyl-peptidase 8	2777	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15538	DPP7	dipeptidyl-peptidase 7	1529	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15539	DPP6	dipeptidyl-peptidase 6	2810	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15540	DPP4	dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)	2401	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15541	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3	373	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15542	DPM2	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	267	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15543	DPM1	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	2198	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15544	DPH5	DPH5 homolog (S. cerevisiae)	886	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15545	DPH3B	DPH3B, KTI11 homolog B (S. cerevisiae)	237	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15546	DPH3	DPH3, KTI11 homolog (S. cerevisiae)	257	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15547	DPH2	DPH2 homolog (S. cerevisiae)	1630	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15548	DPH1	DPH1 homolog (S. cerevisiae)	1777	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15549	DPF3	D4, zinc and double PHD fingers, family 3	1108	147	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15550	DPEP3	dipeptidase 3	1582	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15551	DPEP2	dipeptidase 2	1501	41	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15552	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	1180	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15553	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	1259	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15554	DONSON	downstream neighbor of SON	1770	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15555	DOM3Z	dom-3 homolog Z (C. elegans)	1792	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15556	DOLPP1	dolichyl pyrophosphate phosphatase 1	747	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15557	DOLK	dolichol kinase	1676	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15558	DOK5	docking protein 5	949	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15559	DOK3	docking protein 3	1951	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15560	DOK1	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	1742	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15561	DOCK9	dedicator of cytokinesis 9	6620	11	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15562	DOCK8	dedicator of cytokinesis 8	6757	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15563	DOCK11	dedicator of cytokinesis 11	6432	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15564	DOCK10	dedicator of cytokinesis 10	6781	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15565	DOC2B	double C2-like domains, beta	943	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15566	DOC2A	double C2-like domains, alpha	1243	11	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15567	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1	1195	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15568	DNPEP	aspartyl aminopeptidase	1514	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15569	DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like	1210	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15570	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2952	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15571	DNMT1	DNA (cytosine-5-)-methyltransferase 1	5059	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15572	DNM1L	dynamin 1-like	2287	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15573	DNLZ	DNL-type zinc finger	553	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15574	DND1	dead end homolog 1 (zebrafish)	1085	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15575	DNASE2B	deoxyribonuclease II beta	1110	139	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15576	DNASE2	deoxyribonuclease II, lysosomal	1103	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15577	DNASE1L3	deoxyribonuclease I-like 3	952	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15578	DNASE1L2	deoxyribonuclease I-like 2	1322	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15579	DNASE1L1	deoxyribonuclease I-like 1	1225	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15580	DNASE1	deoxyribonuclease I	882	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15581	DNALI1	dynein, axonemal, light intermediate chain 1	1012	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15582	DNAL4	dynein, axonemal, light chain 4	326	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15583	DNAL1	dynein, axonemal, light chain 1	601	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15584	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9	801	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15585	DNAJC8	DnaJ (Hsp40) homolog, subfamily C, member 8	796	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15586	DNAJC6	DnaJ (Hsp40) homolog, subfamily C, member 6	2814	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15587	DNAJC5G	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma	590	180	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15588	DNAJC5	DnaJ (Hsp40) homolog, subfamily C, member 5	613	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15589	DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4	1047	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15590	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	1559	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15591	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28	1171	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15592	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27	848	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15593	DNAJC25-GNG10		939	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15594	DNAJC25	DnaJ (Hsp40) homolog, subfamily C , member 25	1099	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15595	DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	534	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15596	DNAJC22	DnaJ (Hsp40) homolog, subfamily C, member 22	1030	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15597	DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	1960	186	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15598	DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19	373	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15599	DNAJC18	DnaJ (Hsp40) homolog, subfamily C, member 18	1107	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15600	DNAJC15	DnaJ (Hsp40) homolog, subfamily C, member 15	473	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15601	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14	2133	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15602	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13	6952	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15603	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11	1742	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15604	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	680	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15605	DNAJB8	DnaJ (Hsp40) homolog, subfamily B, member 8	699	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15606	DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7	930	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15607	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	1050	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15608	DNAJB5	DnaJ (Hsp40) homolog, subfamily B, member 5	1275	135	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15609	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4	1022	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15610	DNAJB3		440	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15611	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	1020	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15612	DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14	1524	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15613	DNAJB11	DnaJ (Hsp40) homolog, subfamily B, member 11	1113	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15614	DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	1364	155	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15615	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	1514	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15616	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	1226	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15617	DNAI2	dynein, axonemal, intermediate chain 2	1873	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15618	DNAI1	dynein, axonemal, intermediate chain 1	2177	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15619	DNAH8	dynein, axonemal, heavy chain 8	13836	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15620	DMRTC2	DMRT-like family C2	1136	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15621	DMRTC1B	DMRT-like family C1B	1202	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15622	DMRTC1	DMRT-like family C1	1202	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15623	DMRTA2	DMRT-like family A2	1072	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15624	DMRTA1	DMRT-like family A1	1519	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15625	DMRT2	doublesex and mab-3 related transcription factor 2	1757	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15626	DMRT1	doublesex and mab-3 related transcription factor 1	1138	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15627	DMPK	dystrophia myotonica-protein kinase	2141	16	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15628	DMP1	dentin matrix acidic phosphoprotein	1562	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15629	DMD	dystrophin (muscular dystrophy, Duchenne and Becker types)	11643	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15630	DMC1	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)	1075	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15631	DMAP1	DNA methyltransferase 1 associated protein 1	1450	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15632	DLX6	distal-less homeobox 6	890	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15633	DLX5	distal-less homeobox 5	878	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15634	DLX3	distal-less homeobox 3	872	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15635	DLX2	distal-less homeobox 2	995	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
